Day Ahead Market LMPs
07/16/2011

,,,All Hours-Ending are Eastern Standard Time (EST)
Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
CIN.HAG.AEPM,Loadzone,MLC,.42,.38,.36,.35,.33,.34,.45,.48,.58,.68,.75,.83,.92,1.01,1.13,1.28,1.37,1.22,1.07,.93,.99,.82,.51,.5
CIN.HAMI,Loadzone,MLC,.67,.61,.57,.56,.54,.54,.61,.66,.81,.94,1.06,1.16,1.29,1.42,1.58,1.8,1.92,1.72,1.5,1.3,1.38,1.14,.83,.8
CIN.HAMI_1.AZ,Hub,MLC,.67,.61,.57,.56,.54,.54,.61,.66,.81,.94,1.06,1.16,1.29,1.42,1.58,1.8,1.92,1.72,1.5,1.3,1.38,1.14,.83,.8
CIN.HE.PSI,Loadzone,MLC,.42,.38,.36,.35,.33,.34,.45,.48,.58,.68,.75,.83,.92,1.01,1.13,1.28,1.37,1.22,1.07,.93,.99,.82,.51,.5
CIN.HENRYCO.1,Gennode,MLC,.89,.83,.77,.76,.73,.73,.64,.71,.85,.99,1.11,1.23,1.36,1.5,1.67,1.89,2.02,1.82,1.59,1.37,1.46,1.21,1.11,1.08
CIN.HENRYCO.2,Gennode,MLC,.89,.83,.77,.76,.73,.73,.64,.71,.85,.99,1.11,1.23,1.36,1.5,1.67,1.89,2.02,1.82,1.59,1.37,1.46,1.21,1.11,1.08
CIN.HENRYCO.3,Gennode,MLC,.89,.83,.77,.76,.73,.73,.64,.71,.85,.99,1.11,1.23,1.36,1.5,1.67,1.89,2.02,1.82,1.59,1.37,1.46,1.21,1.11,1.08
CIN.HEPM_1.AZ,Hub,MLC,.46,.42,.39,.38,.36,.37,.58,.62,.76,.89,1,1.1,1.22,1.33,1.49,1.69,1.81,1.62,1.41,1.22,1.31,1.08,.56,.54
CIN.HEPM_2.AZ,Hub,MLC,-.72,-.69,-.64,-.62,-.63,-.63,-1.01,-1.12,-1.37,-1.58,-1.77,-1.94,-2.16,-2.38,-2.65,-3.05,-3.22,-2.89,-2.5,-2.15,-2.27,-1.88,-.91,-.88
CIN.JAC.PSI,Loadzone,MLC,.42,.38,.36,.35,.33,.34,.45,.48,.58,.68,.75,.83,.92,1.01,1.13,1.28,1.37,1.22,1.07,.93,.99,.82,.51,.5
CIN.LOGANOAKR,Gennode,MLC,.66,.6,.56,.55,.53,.54,.12,.13,.15,.18,.2,.23,.24,.26,.29,.33,.36,.32,.29,.25,.28,.23,.81,.79
CIN.LONGBRANCH,Loadzone,MLC,.2,.17,.16,.15,.14,.14,-.15,-.18,-.21,-.24,-.28,-.3,-.33,-.37,-.41,-.47,-.5,-.45,-.38,-.32,-.34,-.28,.23,.22
CIN.MADISON.1,Gennode,MLC,.53,.48,.45,.44,.41,.42,.21,.22,.26,.31,.34,.38,.42,.47,.52,.59,.63,.56,.49,.43,.46,.38,.65,.62
CIN.MADISON.2,Gennode,MLC,.53,.48,.45,.44,.41,.42,.21,.22,.26,.31,.34,.38,.42,.47,.52,.59,.63,.56,.49,.43,.46,.38,.65,.62
CIN.MADISON.3,Gennode,MLC,.53,.48,.45,.44,.41,.42,.21,.22,.26,.31,.34,.38,.42,.47,.52,.59,.63,.56,.49,.43,.46,.38,.65,.62
CIN.MADISON.4,Gennode,MLC,.53,.48,.45,.44,.41,.42,.21,.22,.26,.31,.34,.38,.42,.47,.52,.59,.63,.56,.49,.43,.46,.38,.65,.62
CIN.MADISON.5,Gennode,MLC,.53,.48,.45,.44,.41,.42,.21,.22,.26,.31,.34,.38,.42,.47,.52,.59,.63,.56,.49,.43,.46,.38,.65,.62
CIN.MADISON.6,Gennode,MLC,.53,.48,.45,.44,.41,.42,.21,.22,.26,.31,.34,.38,.42,.47,.52,.59,.63,.56,.49,.43,.46,.38,.65,.62
CIN.MADISON.7,Gennode,MLC,.53,.48,.45,.44,.41,.42,.21,.22,.26,.31,.34,.38,.42,.47,.52,.59,.63,.56,.49,.43,.46,.38,.65,.62
CIN.MADISON.8,Gennode,MLC,.53,.48,.45,.44,.41,.42,.21,.22,.26,.31,.34,.38,.42,.47,.52,.59,.63,.56,.49,.43,.46,.38,.65,.62
CIN.MARKLND.1,Gennode,MLC,-.25,-.25,-.23,-.23,-.24,-.23,-.62,-.69,-.84,-.97,-1.09,-1.18,-1.32,-1.46,-1.62,-1.87,-1.98,-1.77,-1.53,-1.32,-1.39,-1.15,-.32,-.31
CIN.MARKLND.2,Gennode,MLC,-.25,-.25,-.23,-.23,-.24,-.23,-.62,-.69,-.84,-.97,-1.09,-1.18,-1.32,-1.46,-1.62,-1.87,-1.98,-1.77,-1.53,-1.32,-1.39,-1.15,-.32,-.31
CIN.MARKLND.3,Gennode,MLC,-.25,-.25,-.23,-.23,-.24,-.23,-.62,-.69,-.84,-.97,-1.09,-1.18,-1.32,-1.46,-1.62,-1.87,-1.98,-1.77,-1.53,-1.32,-1.39,-1.15,-.32,-.31
CIN.MECR310,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.MIAFORT.6,Gennode,MLC,-.02,-.04,-.03,-.04,-.04,-.04,-.38,-.44,-.52,-.61,-.68,-.75,-.83,-.91,-1.02,-1.18,-1.24,-1.11,-.95,-.82,-.86,-.71,-.04,-.04
CIN.MIAFORT7,Gennode,MLC,.16,.13,.13,.12,.11,.11,-.09,-.11,-.14,-.16,-.18,-.2,-.22,-.24,-.27,-.32,-.34,-.3,-.25,-.21,-.21,-.18,.18,.18
CIN.MIAFORT8,Gennode,MLC,.17,.15,.14,.13,.12,.12,-.08,-.1,-.13,-.14,-.17,-.18,-.2,-.22,-.24,-.29,-.3,-.27,-.22,-.19,-.19,-.16,.2,.19
CIN.MIAMIFOR.H,Hub,MLC,.26,.23,.21,.21,.2,.2,-.1,-.12,-.14,-.16,-.18,-.2,-.22,-.24,-.27,-.32,-.33,-.29,-.25,-.21,-.22,-.18,.31,.3
CIN.MIAMIFOR.L,Hub,MLC,.15,.13,.12,.11,.1,.1,-.21,-.25,-.29,-.34,-.38,-.42,-.47,-.51,-.57,-.67,-.7,-.62,-.53,-.46,-.47,-.39,.18,.17
CIN.MIAMWAB.1,Gennode,MLC,.82,.76,.71,.68,.67,.67,.63,.68,.82,.96,1.08,1.19,1.31,1.45,1.61,1.84,1.95,1.75,1.53,1.32,1.41,1.17,1.02,.98
CIN.MIAMWAB.2,Gennode,MLC,.82,.76,.71,.68,.67,.67,.63,.68,.82,.96,1.08,1.19,1.31,1.45,1.61,1.84,1.95,1.75,1.53,1.32,1.41,1.17,1.02,.98
CIN.MIAMWAB.3,Gennode,MLC,.82,.76,.71,.68,.67,.67,.63,.68,.82,.96,1.08,1.19,1.31,1.45,1.61,1.84,1.95,1.75,1.53,1.32,1.41,1.17,1.02,.98
CIN.MIAMWAB.5,Gennode,MLC,.73,.67,.63,.61,.59,.6,.43,.47,.57,.66,.74,.82,.91,.99,1.11,1.25,1.34,1.2,1.05,.91,.98,.81,.9,.87
CIN.MIAMWAB.6,Gennode,MLC,.73,.67,.63,.61,.59,.6,.43,.47,.57,.66,.74,.82,.91,.99,1.11,1.25,1.34,1.2,1.05,.91,.98,.81,.9,.87
CIN.NOBLEVL.3,Gennode,MLC,1.05,.98,.92,.89,.87,.87,.84,.92,1.12,1.3,1.46,1.6,1.78,1.95,2.18,2.48,2.65,2.38,2.07,1.79,1.9,1.57,1.31,1.28
CIN.NOBLEVL.4,Gennode,MLC,1.05,.98,.92,.89,.87,.87,.84,.92,1.12,1.3,1.46,1.6,1.78,1.95,2.18,2.48,2.65,2.38,2.07,1.79,1.9,1.57,1.31,1.28
CIN.NOBLEVL.5,Gennode,MLC,1.05,.98,.92,.89,.87,.87,.84,.92,1.12,1.3,1.46,1.6,1.78,1.95,2.18,2.48,2.65,2.38,2.07,1.79,1.9,1.57,1.31,1.28
CIN.PSI,Loadzone,MLC,.42,.38,.36,.35,.33,.34,.45,.48,.58,.68,.75,.83,.92,1.01,1.13,1.28,1.37,1.22,1.07,.93,.99,.82,.51,.5
CIN.PSI.IMPA,Loadzone,MLC,.42,.38,.36,.35,.33,.34,.45,.48,.58,.68,.75,.83,.92,1.01,1.13,1.28,1.37,1.22,1.07,.93,.99,.82,.51,.5
CIN.PSI_2.AZ,Hub,MLC,.09,.07,.07,.06,.05,.05,-.24,-.28,-.34,-.39,-.44,-.48,-.53,-.59,-.65,-.77,-.81,-.72,-.62,-.52,-.55,-.46,.1,.1
CIN.PSI_3.AZ,Hub,MLC,-.52,-.5,-.47,-.46,-.47,-.46,-.52,-.6,-.72,-.84,-.93,-1.02,-1.14,-1.25,-1.4,-1.62,-1.71,-1.54,-1.32,-1.14,-1.19,-.99,-.66,-.65
CIN.SELC.CGER,Loadzone,MLC,.64,.59,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.SESDUKE,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.SIGE,Loadzone,MLC,-.51,-.49,-.46,-.45,-.45,-.45,-.44,-.5,-.61,-.71,-.79,-.86,-.96,-1.06,-1.18,-1.36,-1.43,-1.29,-1.11,-.95,-1.01,-.83,-.65,-.63
CIN.SIGW_1.AZ,Hub,MLC,-.51,-.49,-.46,-.45,-.45,-.45,-.44,-.5,-.61,-.71,-.79,-.87,-.97,-1.06,-1.18,-1.37,-1.44,-1.29,-1.11,-.95,-1.01,-.83,-.65,-.63
CIN.SMARTGEN,Gennode,MLC,.89,.82,.76,.74,.72,.72,.85,.92,1.12,1.3,1.46,1.6,1.78,1.96,2.18,2.49,2.65,2.37,2.07,1.79,1.9,1.57,1.1,1.07
CIN.SMARTLOAD,Loadzone,MLC,.89,.82,.76,.74,.72,.72,.85,.92,1.12,1.3,1.46,1.6,1.78,1.96,2.18,2.49,2.65,2.37,2.07,1.79,1.9,1.57,1.1,1.07
CIN.STUART.1,Gennode,MLC,.2,.18,.16,.16,.14,.15,-.13,-.16,-.18,-.22,-.24,-.26,-.29,-.32,-.36,-.42,-.44,-.39,-.34,-.28,-.29,-.24,.24,.23
CIN.STUART.2,Gennode,MLC,.2,.18,.16,.16,.14,.15,-.13,-.16,-.18,-.22,-.24,-.26,-.29,-.32,-.36,-.42,-.44,-.39,-.34,-.28,-.29,-.24,.24,.23
CIN.STUART.3,Gennode,MLC,.2,.18,.16,.16,.14,.15,-.13,-.16,-.18,-.22,-.24,-.26,-.29,-.32,-.36,-.42,-.44,-.39,-.34,-.28,-.29,-.24,.24,.23
CIN.STUART.4,Gennode,MLC,.2,.18,.16,.16,.14,.15,-.13,-.16,-.18,-.22,-.24,-.26,-.29,-.32,-.36,-.42,-.44,-.39,-.34,-.28,-.29,-.24,.24,.23
CIN.SUCRKGT1,Gennode,MLC,-.89,-.85,-.79,-.78,-.78,-.77,-1.19,-1.33,-1.61,-1.87,-2.09,-2.3,-2.55,-2.8,-3.12,-3.59,-3.81,-3.41,-2.96,-2.54,-2.69,-2.22,-1.13,-1.1
CIN.SUCRKGT2,Gennode,MLC,-.89,-.85,-.79,-.78,-.78,-.77,-1.19,-1.33,-1.61,-1.87,-2.09,-2.3,-2.55,-2.8,-3.12,-3.59,-3.81,-3.41,-2.96,-2.54,-2.69,-2.22,-1.13,-1.1
CIN.SUCRKST1,Gennode,MLC,-.89,-.85,-.79,-.78,-.78,-.77,-1.19,-1.33,-1.62,-1.88,-2.1,-2.3,-2.56,-2.81,-3.13,-3.6,-3.81,-3.42,-2.96,-2.55,-2.7,-2.22,-1.13,-1.1
CIN.TWINBR1,Gennode,MLC,.62,.57,.53,.52,.5,.5,.36,.38,.47,.54,.61,.67,.74,.82,.92,1.03,1.11,.99,.87,.75,.81,.66,.77,.74
CIN.ULHP,Loadzone,MLC,.49,.45,.42,.41,.4,.4,.31,.33,.4,.47,.53,.59,.65,.71,.79,.88,.95,.85,.75,.65,.7,.58,.61,.59
CIN.VIRD,Loadzone,MLC,.64,.6,.56,.53,.51,.52,.53,.59,.71,.82,.92,1.02,1.12,1.24,1.38,1.56,1.67,1.5,1.31,1.14,1.21,1,.8,.77
CIN.WABRIV.7,Gennode,MLC,-.79,-.75,-.7,-.69,-.69,-.68,-1,-1.12,-1.35,-1.57,-1.76,-1.93,-2.14,-2.36,-2.62,-3.03,-3.2,-2.88,-2.49,-2.14,-2.26,-1.86,-1,-.97
CIN.WABRIVR.2,Gennode,MLC,-.79,-.76,-.71,-.69,-.69,-.69,-1,-1.11,-1.35,-1.57,-1.76,-1.93,-2.14,-2.35,-2.62,-3.02,-3.19,-2.86,-2.47,-2.13,-2.25,-1.87,-1.01,-.97
CIN.WABRIVR.3,Gennode,MLC,-.79,-.76,-.71,-.69,-.69,-.69,-1,-1.11,-1.35,-1.57,-1.76,-1.93,-2.14,-2.35,-2.62,-3.02,-3.19,-2.86,-2.47,-2.13,-2.25,-1.87,-1.01,-.97
CIN.WABRIVR.4,Gennode,MLC,-.78,-.75,-.7,-.68,-.69,-.68,-1,-1.11,-1.35,-1.57,-1.76,-1.92,-2.14,-2.36,-2.63,-3.02,-3.2,-2.87,-2.49,-2.13,-2.26,-1.87,-.99,-.97
CIN.WABRIVR.5,Gennode,MLC,-.78,-.75,-.7,-.68,-.69,-.68,-1,-1.11,-1.35,-1.57,-1.76,-1.92,-2.14,-2.36,-2.63,-3.02,-3.2,-2.87,-2.49,-2.13,-2.26,-1.87,-.99,-.97
CIN.WABRIVR.6,Gennode,MLC,-.79,-.76,-.71,-.69,-.69,-.69,-1,-1.11,-1.35,-1.57,-1.76,-1.93,-2.14,-2.35,-2.62,-3.02,-3.19,-2.86,-2.47,-2.13,-2.25,-1.87,-1.01,-.97
CIN.WHEATCTG1,Gennode,MLC,-.72,-.69,-.64,-.62,-.63,-.63,-1.01,-1.13,-1.37,-1.59,-1.78,-1.95,-2.17,-2.39,-2.66,-3.06,-3.23,-2.9,-2.51,-2.16,-2.28,-1.89,-.91,-.88
CIN.WHEATCTG2,Gennode,MLC,-.72,-.69,-.64,-.62,-.63,-.63,-1.01,-1.12,-1.37,-1.58,-1.77,-1.94,-2.16,-2.38,-2.65,-3.05,-3.22,-2.89,-2.5,-2.15,-2.27,-1.88,-.91,-.88
CIN.WHEATCTG3,Gennode,MLC,-.72,-.69,-.64,-.62,-.63,-.63,-1.01,-1.12,-1.37,-1.58,-1.77,-1.94,-2.16,-2.38,-2.65,-3.05,-3.22,-2.89,-2.5,-2.15,-2.27,-1.88,-.91,-.88
CIN.WHEATCTG4,Gennode,MLC,-.72,-.69,-.64,-.62,-.63,-.63,-1.01,-1.13,-1.37,-1.59,-1.78,-1.95,-2.17,-2.39,-2.66,-3.06,-3.23,-2.9,-2.51,-2.16,-2.28,-1.89,-.91,-.88
CIN.WHT.PSI,Loadzone,MLC,-.72,-.69,-.64,-.62,-.63,-.63,-1.01,-1.12,-1.37,-1.58,-1.77,-1.94,-2.16,-2.38,-2.65,-3.05,-3.22,-2.89,-2.5,-2.15,-2.27,-1.88,-.91,-.88
CIN.WOODSDL.1,Gennode,MLC,.53,.48,.45,.44,.41,.42,.23,.24,.29,.34,.38,.42,.46,.52,.57,.64,.69,.62,.54,.47,.51,.42,.65,.62
CIN.WOODSDL.2,Gennode,MLC,.53,.48,.45,.44,.41,.42,.23,.24,.29,.34,.38,.42,.46,.52,.57,.64,.69,.62,.54,.47,.51,.42,.65,.62
CIN.WOODSDL.3,Gennode,MLC,.53,.48,.45,.44,.41,.42,.23,.24,.29,.34,.38,.42,.46,.52,.57,.64,.69,.62,.54,.47,.51,.42,.65,.62
CIN.WOODSDL.4,Gennode,MLC,.53,.48,.45,.44,.41,.42,.23,.24,.29,.34,.38,.42,.46,.52,.57,.64,.69,.62,.54,.47,.51,.42,.65,.62
CIN.WOODSDL.5,Gennode,MLC,.53,.48,.45,.44,.41,.42,.23,.24,.29,.34,.38,.42,.46,.52,.57,.64,.69,.62,.54,.47,.51,.42,.65,.62
CIN.WOODSDL.6,Gennode,MLC,.53,.48,.45,.44,.41,.42,.23,.24,.29,.34,.38,.42,.46,.52,.57,.64,.69,.62,.54,.47,.51,.42,.65,.62
CIN.WR1CT,Gennode,MLC,-.79,-.76,-.71,-.69,-.69,-.69,-1,-1.11,-1.35,-1.57,-1.76,-1.93,-2.14,-2.35,-2.62,-3.02,-3.19,-2.86,-2.47,-2.13,-2.25,-1.87,-1.01,-.97
CIN.WR1ST,Gennode,MLC,-.79,-.76,-.71,-.69,-.69,-.69,-1,-1.11,-1.35,-1.57,-1.76,-1.93,-2.14,-2.35,-2.62,-3.02,-3.19,-2.86,-2.47,-2.13,-2.25,-1.87,-1.01,-.97
CIN.WTWN,Loadzone,MLC,.29,.25,.24,.23,.22,.22,-.01,-.03,-.03,-.04,-.04,-.05,-.05,-.05,-.06,-.09,-.07,-.07,-.05,-.04,-.03,-.03,.34,.34
CIN.WVPA.PSI,Loadzone,MLC,.42,.38,.36,.35,.33,.34,.45,.48,.58,.68,.75,.83,.92,1.01,1.13,1.28,1.37,1.22,1.07,.93,.99,.82,.51,.5
CIN.WVPA_1.AZ,Hub,MLC,.69,.65,.6,.58,.56,.56,.91,1,1.22,1.41,1.57,1.74,1.92,2.12,2.36,2.69,2.87,2.57,2.24,1.94,2.06,1.71,.86,.84
CIN.ZIMM,Gennode,MLC,-.33,-.32,-.29,-.29,-.3,-.3,-.64,-.72,-.87,-1.01,-1.14,-1.23,-1.38,-1.52,-1.69,-1.95,-2.06,-1.85,-1.6,-1.37,-1.45,-1.2,-.42,-.41
CINERGY.HUB,Hub,MLC,.22,.18,.18,.17,.16,.16,.03,.02,.02,.03,.03,.04,.04,.05,.05,.05,.05,.05,.04,.05,.06,.05,.25,.24
CISO,Interface,MLC,-1.41,-1.33,-1.24,-1.21,-1.21,-1.2,-.96,-1.08,-1.31,-1.52,-1.71,-1.86,-2.08,-2.29,-2.54,-2.92,-3.1,-2.78,-2.4,-2.07,-2.19,-1.81,-1.77,-1.72
CLEC,Interface,MLC,-.25,-.25,-.23,-.23,-.23,-.23,-.48,-.56,-.67,-.78,-.87,-.95,-1.06,-1.17,-1.3,-1.5,-1.59,-1.42,-1.22,-1.05,-1.11,-.92,-.32,-.31
CONS.ADA,Gennode,MLC,1.53,1.42,1.32,1.29,1.26,1.26,.2,.2,.25,.29,.32,.37,.4,.44,.49,.54,.59,.53,.47,.41,.44,.36,1.9,1.84
CONS.ALCONA,Gennode,MLC,3.21,3.01,2.8,2.74,2.69,2.68,1.27,1.39,1.69,1.96,2.19,2.41,2.68,2.95,3.28,3.75,3.98,3.57,3.12,2.69,2.86,2.36,4.02,3.91
CONS.ALPENTHBA,Gennode,MLC,4.43,4.15,3.86,3.77,3.71,3.7,2.7,2.97,3.62,4.21,4.71,5.17,5.73,6.32,7.04,8.04,8.55,7.67,6.67,5.75,6.11,5.05,5.54,5.38
CONS.AZ,Hub,MLC,1.99,1.86,1.73,1.69,1.66,1.65,.59,.64,.78,.91,1.01,1.12,1.24,1.36,1.52,1.72,1.84,1.65,1.44,1.25,1.33,1.1,2.48,2.41
CONS.BSE.CEC,Loadzone,MLC,1.97,1.84,1.71,1.67,1.63,1.64,.64,.69,.84,.99,1.1,1.21,1.34,1.48,1.64,1.87,1.99,1.79,1.56,1.35,1.44,1.19,2.45,2.38
CONS.CA3.MPPA,Gennode,MLC,.96,.89,.83,.8,.78,.79,-.42,-.47,-.58,-.67,-.75,-.82,-.92,-1.01,-1.12,-1.3,-1.38,-1.23,-1.06,-.91,-.96,-.79,1.19,1.15
CONS.CA3_WPSC,Gennode,MLC,.96,.89,.83,.8,.78,.79,-.42,-.47,-.58,-.67,-.75,-.82,-.92,-1.01,-1.12,-1.3,-1.38,-1.23,-1.06,-.91,-.96,-.79,1.19,1.15
CONS.CADILAC,Gennode,MLC,3.37,3.15,2.93,2.86,2.82,2.81,.94,1.03,1.25,1.46,1.63,1.79,1.99,2.19,2.44,2.78,2.96,2.66,2.32,2,2.12,1.76,4.2,4.08
CONS.CADILGMA2,Gennode,MLC,3.37,3.15,2.93,2.86,2.82,2.81,.94,1.03,1.25,1.46,1.63,1.79,1.99,2.19,2.44,2.78,2.96,2.66,2.32,2,2.12,1.76,4.2,4.08
CONS.CAMPBELL1,Gennode,MLC,.82,.75,.71,.69,.67,.66,-.5,-.56,-.68,-.8,-.89,-.97,-1.08,-1.19,-1.33,-1.53,-1.61,-1.45,-1.25,-1.07,-1.13,-.93,1.02,.98
CONS.CAMPBELL2,Gennode,MLC,.92,.85,.79,.77,.75,.75,-.4,-.45,-.54,-.64,-.71,-.78,-.86,-.95,-1.06,-1.23,-1.29,-1.16,-1,-.86,-.9,-.74,1.14,1.1
CONS.CAMPBELL3,Gennode,MLC,.96,.89,.83,.8,.78,.79,-.42,-.47,-.58,-.67,-.75,-.82,-.92,-1.01,-1.12,-1.3,-1.38,-1.23,-1.06,-.91,-.96,-.79,1.19,1.15
CONS.CAMPBELLA,Gennode,MLC,.99,.91,.85,.83,.81,.81,-.34,-.39,-.47,-.55,-.61,-.66,-.74,-.82,-.91,-1.05,-1.11,-1,-.85,-.73,-.77,-.64,1.23,1.19
CONS.CC.COVER1,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.CC.COVER2,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.CC.COVER3,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.CC.MICHP,Gennode,MLC,2.3,2.15,1.99,1.95,1.91,1.91,-.23,-.25,-.31,-.37,-.41,-.44,-.5,-.54,-.6,-.7,-.74,-.66,-.57,-.48,-.5,-.42,2.87,2.78
CONS.CC.PLYM,Gennode,MLC,1.44,1.34,1.25,1.22,1.19,1.19,.61,.65,.8,.93,1.04,1.14,1.27,1.4,1.56,1.78,1.9,1.69,1.49,1.28,1.36,1.13,1.79,1.74
CONS.CC.ZEELA2,Gennode,MLC,.91,.84,.79,.77,.75,.74,-.38,-.44,-.52,-.61,-.68,-.74,-.82,-.91,-1.01,-1.18,-1.24,-1.12,-.96,-.81,-.86,-.72,1.13,1.1
CONS.CCG_1.AZ,Hub,MLC,1.96,1.82,1.7,1.66,1.63,1.63,.62,.68,.83,.97,1.08,1.19,1.32,1.45,1.62,1.83,1.96,1.76,1.53,1.33,1.41,1.17,2.45,2.37
CONS.CCG_2.AZ,Hub,MLC,1.96,1.82,1.7,1.66,1.63,1.63,.62,.68,.83,.97,1.08,1.19,1.32,1.45,1.62,1.83,1.96,1.76,1.53,1.33,1.41,1.17,2.45,2.37
CONS.CCG_3.AZ,Hub,MLC,1.96,1.82,1.7,1.66,1.63,1.63,.62,.68,.83,.97,1.08,1.19,1.32,1.45,1.62,1.83,1.96,1.76,1.53,1.33,1.41,1.17,2.45,2.37
CONS.CCG_4.AZ,Hub,MLC,1.96,1.82,1.7,1.66,1.63,1.63,.62,.68,.83,.97,1.08,1.19,1.32,1.45,1.62,1.83,1.96,1.76,1.53,1.33,1.41,1.17,2.45,2.37
CONS.CCG_5.AZ,Hub,MLC,1.96,1.82,1.7,1.66,1.63,1.63,.62,.68,.83,.97,1.08,1.19,1.32,1.45,1.62,1.83,1.96,1.76,1.53,1.33,1.41,1.17,2.45,2.37
CONS.CCG_6.AZ,Hub,MLC,1.96,1.82,1.7,1.66,1.63,1.63,.62,.68,.83,.97,1.08,1.19,1.32,1.45,1.62,1.83,1.96,1.76,1.53,1.33,1.41,1.17,2.45,2.37
CONS.CETR,Loadzone,MLC,1.99,1.86,1.72,1.69,1.65,1.65,.59,.63,.77,.9,1,1.1,1.22,1.34,1.5,1.7,1.82,1.63,1.42,1.23,1.31,1.09,2.48,2.4
CONS.CNE,Loadzone,MLC,1.94,1.82,1.7,1.65,1.62,1.61,.62,.67,.81,.95,1.06,1.17,1.3,1.43,1.59,1.81,1.93,1.73,1.51,1.31,1.4,1.15,2.42,2.35
CONS.COBB1,Gennode,MLC,1.81,1.69,1.57,1.53,1.5,1.5,.36,.38,.47,.54,.61,.68,.74,.82,.92,1.03,1.1,.99,.87,.75,.81,.67,2.26,2.19
CONS.COBB2,Gennode,MLC,1.81,1.69,1.57,1.53,1.5,1.5,.36,.38,.47,.54,.61,.68,.74,.82,.92,1.03,1.1,.99,.87,.75,.81,.67,2.26,2.19
CONS.COBB3,Gennode,MLC,1.68,1.57,1.46,1.42,1.39,1.39,.19,.19,.24,.28,.31,.35,.38,.42,.47,.52,.56,.5,.45,.39,.42,.35,2.09,2.03
CONS.COBB4,Gennode,MLC,1.73,1.62,1.51,1.47,1.44,1.44,.29,.31,.38,.44,.49,.55,.6,.67,.74,.83,.89,.8,.7,.61,.65,.54,2.16,2.1
CONS.COBB5,Gennode,MLC,1.57,1.46,1.36,1.33,1.3,1.3,.08,.07,.09,.1,.11,.13,.14,.16,.18,.18,.2,.18,.17,.15,.16,.14,1.96,1.9
CONS.COVER1GTG,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.COVER1STG,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.COVER2GTG,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.COVER2STG,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.COVER3GTG,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.COVER3STG,Gennode,MLC,.14,.12,.11,.11,.09,.09,-.38,-.43,-.52,-.61,-.68,-.75,-.83,-.91,-1.01,-1.17,-1.23,-1.12,-.95,-.82,-.86,-.71,.16,.16
CONS.CROTON,Gennode,MLC,2.18,2.03,1.89,1.84,1.81,1.81,.72,.78,.95,1.11,1.24,1.37,1.51,1.67,1.86,2.12,2.25,2.02,1.76,1.52,1.62,1.34,2.71,2.64
CONS.FESC,Loadzone,MLC,1.97,1.84,1.71,1.67,1.63,1.64,.64,.69,.84,.99,1.1,1.21,1.34,1.48,1.64,1.87,1.99,1.79,1.56,1.35,1.44,1.19,2.45,2.38
CONS.FILERCITY,Gennode,MLC,2.63,2.46,2.28,2.23,2.19,2.19,.12,.12,.15,.18,.2,.22,.24,.27,.3,.33,.35,.31,.28,.25,.27,.23,3.28,3.18
